,symbol,address,city,state,zip_code,country,website,industry,sector,business_summary,date_pulled
663,TEKKU,1980 Festival Plaza Drive,Las Vegas,NV,89135,United States,,Shell Companies,Financial Services,"Tekkorp Digital Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The company was founded in 2020 and is based in Las ...",2020-12-20
664,MCFE,6220 America Center Drive,San Jose,CA,95002,United States,http://www.mcafee.com,Software—Application,Technology,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers, small and medium-sized businesses, large enterprises, and governments in the United States and internationally. The company operates in two segments, Consumer...",2020-12-20
665,GHLD,5887 Copley Drive,San Diego,CA,92111,United States,http://www.guildmortgage.com,Mortgage Finance,Financial Services,"Guild Holdings Company, a mortgage company, originates, sells, and services residential mortgage loans in the United States. The company operates approximately 200 branches with licenses in 48 states. It originates residential mortgage through retail a...",2020-12-20
666,AVO,2500 East Vineyard Avenue,Oxnard,CA,93036,United States,http://www.worldsfinestavocados.com,Farm Products,Consumer Defensive,"Mission Produce, Inc. sources, produces, packs, distributes, and markets avocados in the United States and internationally. The company operates through two segments, Marketing and Distribution, and International Farming. It serves retail, wholesale, a...",2020-12-20
667,SGAMU,360 Madison Avenue,New York,NY,10017,United States,,Shell Companies,Financial Services,"Seaport Global Acquisition Corp. is a blank check company. The company focuses on effectuating a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other similar business combination with one or more businesses. The c...",2020-12-20
668,DGNS,Building D,San Francisco,CA,94129,United States,,Shell Companies,Financial Services,"Dragoneer Growth Opportunities Corp. II focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was formerly known as Dragone...",2020-12-20
669,JYAC,628 Middlefield Road,Palo Alto,CA,94301,United States,,Shell Companies,Financial Services,"Jiya Acquisition Corp. intends to effect a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses or entities in the biopharmaceutical sector. The c...",2020-12-20
670,YSG,Poly Midtown Plaza,Guangzhou,,510330,China,http://www.yatsenglobal.com,Specialty Retail,Consumer Cyclical,"Yatsen Holding Limited engages in the development and sale of beauty products under the brands of Perfect Diary, Little Ondine, and Abby's Choice in the People's Republic of China. The company offers color cosmetics, eye makeup, lip makeup, face makeup...",2020-12-20
671,PHICU,One World Financial Center,New York,NY,10281,United States,,Shell Companies,Financial Services,"Population Health Investment Co., Inc. engages primarily in the business of blank checks. The company is based in New York, New York.",2020-12-20
672,OTRAU,1395 Brickell Avenue,Miami,FL,33131,United States,,Shell Companies,Financial Services,"OTR Acquisition Corp. intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses or entities. The company was founded in 2020 an...",2020-12-20
673,ZNTEU,,Cleveland,OH,,United States,http://zaniteacquisition.com,Shell Companies,Financial Services,"Zanite Acquisition Corp. intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the aviation, aerospace and defense, urban mobility, and emer...",2020-12-20
674,HAACU,20 University Road,Cambridge,MA,02138,United States,,Shell Companies,Financial Services,"Health Assurance Acquisition Corp. is a blank check company. The company was formerly known as Healthcare Assurance Acquisition Corp. and changed its name to Health Assurance Acquisition Corp. in October, 2020. Health Assurance Acquisition Corp. was fo...",2020-12-20
675,CFACU,110 East 59th Street,New York,NY,10022,United States,,Shell Companies,Financial Services,"CF Finance Acquisition Corp. III focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2016 and is based in New ...",2020-12-20
676,BWACU,733 Third Avenue,New York,NY,10017,United States,,Shell Companies,Financial Services,"Better World Acquisition Corp. intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization or other similar business combination with one or more businesses or entities. The company was founded in...",2020-12-20
677,NOACU,30 Colpitts Road,Weston,MA,02493,United States,,Shell Companies,Financial Services,"Natural Order Acquisition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Weston, Massa...",2020-12-20
678,TSIAU,Rockefeller Center,New York,NY,10111,United States,,,,,2020-12-20
679,OLMA,512 2nd Street,San Francisco,CA,94107,United States,http://www.olema.com,Biotechnology,Healthcare,"Olema Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of therapies for women's cancers. Its lead program is OP-1250, an estrogen receptor (ER) antagonist and a selective ER...",2020-12-20
680,NGMS,Building C,Tel Aviv,,6971014,Israel,http://neogames.com,Electronic Gaming & Multimedia,Communication Services,"NeoGames S.A. provides a suite of iLottery technology solutions worldwide. The company offers a suite of technology solutions that include technology platforms, a range of value-added services, and a game studio with a portfolio of games for the offeri...",2020-12-20
681,TLS,19886 Ashburn Road,Ashburn,VA,20147,United States,http://www.telos.com,Information Technology Services,Technology,"Telos Corporation, together with its subsidiaries, provides information technology (IT) solutions and services worldwide. The company offers solutions that secure cyberspace, the cloud environment, and the people and operations of the enterprise. It pr...",2020-12-20
682,LIXT,"248 Route 25A, No. 2",East Setauket,NY,11733,United States,http://www.lixte.com,Biotechnology,Healthcare,"Lixte Biotechnology Holdings, Inc. operates as a drug discovery company that uses biomarker technology to identify enzyme targets related with serious common diseases and designs novel compounds to attack those targets. The company primarily focuses on...",2020-12-20
683,VCVCU,1 World Trade Center,New York,NY,10007,United States,,Shell Companies,Financial Services,"10X Capital Venture Acquisition Corp is a blank check company. The company was incorporated in 2020 and is based in New York, New York.",2020-12-20
684,VMAR,730 Boulevard du CurE-Boivin,Boisbriand,QC,J7G 2A7,Canada,http://www.visionmarinetechnologies.com,Leisure,Consumer Cyclical,"Vision Marine Technologies Inc., doing business as Canadian Electric Boat Company, designs, manufactures, rents, and sells electric powerboats in Canada. It offers powerboats to commercial and retail customers, as well as the operators of rental fleets...",2020-12-20
685,HFEN,4800 Montgomery Lane,Bethesda,MD,20814,United States,http://www.hfenterp.com,Real Estate—Development,Real Estate,"HF Enterprises Inc., through its subsidiaries, engages in property development, digital transformation technology, and biohealth activities in the United States, Singapore, Hong Kong, and Australia. The company owns, operates, and manages real estate d...",2020-12-20
686,SVSVU,2100 McKinney Avenue,Dallas,TX,75201,United States,http://www.sv-ac.com,Shell Companies,Financial Services,"Spring Valley Acquisition Corp., a blank check company, intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses or entities. The company was founded in 2...",2020-12-20
687,OZON,Arch. Makariou III,Nicosia,,1065,Cyprus,http://www.ozon.ru,Internet Retail,Consumer Cyclical,"Ozon Holdings PLC, together with its subsidiaries, operates as an internet retailer of multi-category consumer products to the general public primarily in the Russian Federation. The company offers products in various categories that include electronic...",2020-12-20
688,BREZU,5324 Davis Boulevard,North Richland Hills,TX,76180,United States,,,,,2020-12-20
689,ARBGU,500 West Putnam Avenue,Greenwich,CT,06830,United States,,,,,2020-12-20
